Laptop,Status,Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Final Price
ASUS ROG Strix G15 G513IM AMD Ryzen 7 4800H/16GB/512GB SSD/RTX3060/15.6'' (PT),New,Asus,ROG,AMD Ryzen 7,16,512,SSD,RTX 3060,15.6,No,1411.19
"ASUS ROG Strix G15 G513RC-HN180 AMD Ryzen 7 6800H/16GB/512GB SSD/RTX 3050/15.6""",New,Asus,ROG,AMD Ryzen 7,16,512,SSD,RTX 3050,15.6,No,909.99
"ASUS ROG Strix G15 G513RW-HQ133 AMD Ryzen 9 6900HX/32GB/1TB SSD/RTX3070Ti/15.6""",New,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3070,15.6,No,2535.45
ASUS ROG Strix G17 G713RM AMD Ryzen 7 6800H/16GB/1TB SSD/RTX3060/17.3'' (PT),New,Asus,ROG,AMD Ryzen 7,16,1000,SSD,RTX 3060,17.3,No,1455.4
"ASUS ROG Strix Scar 17  G733PY-R97B49PB1 AMD Ryzen™ 9 7945HX/32GB/2TB SSD/RTX 4090/17.3"" (PT)",New,Asus,ROG,AMD Radeon 9,32,2000,SSD,RTX 4090,17.3,No,5630.9
"ASUS TUF Gaming A15 2013 TUF507NU-LP036 AMD Ryzen 7 7735HS/16GB/512GB SSD/RTX 4050/15.6""",New,Asus,TUF,AMD Ryzen 7,16,512,SSD,RTX 4050,15.6,No,1175.01
ASUS TUF Gaming A15 FA506QM AMD Ryzen 7 5800H/8GB/512GB SSD/RTX 3060/15.6'' (PT),New,Asus,TUF,AMD Ryzen 7,8,512,SSD,RTX 3060,15.6,No,1122.26
"ASUS TUF Gaming A15 FA507RF-R76B25CS1 AMD Ryzen 7 6800HS/16GB/512GB SSD/RTX 2050/15.6"" (PT)",New,Asus,TUF,AMD Ryzen 7,16,512,SSD,RTX 2050,15.6,No,1106.48
"ASUS TUF Gaming F15 TUF506HF-HN012 Intel Core i5-11400H/16GB/512GB SSD/RTX 2050/15.6""",New,Asus,TUF,Intel Core i5,16,512,SSD,RTX 2050,15.6,No,809.9
"ASUS TUF Gaming F15 TUF507ZU4-LP110 Intel Core i7-12700H/16GB/512GB SSD/RTX 4050/15.6""",New,Asus,TUF,Intel Core i7,16,512,SSD,RTX 4050,15.6,No,1265.01
ASUS TUF Gaming FX506HF-51B25PS1 Intel Core i5-11400H/8GB/512GB SSD/RTX 2050/15.6'' (PT),New,Asus,TUF,Intel Core i5,8,512,SSD,RTX 2050,15.6,No,946.7
"ASUS VivoBook Pro 15 OLED M6500QC-L1081W AMD Ryzen 5 5600H/16GB/512GB SSD/RTX 3050/15.6""",New,Asus,VivoBook,AMD Ryzen 5,16,512,SSD,RTX 3050,15.6,No,1016
"ASUS VivoBook Pro 16X OLED N7600ZE-L2015W Intel Core i7-12700H/16GB/512GB SSD/RTX 3050 Ti/16""",New,Asus,VivoBook,Intel Core i7,16,512,SSD,RTX 3050,16,No,1745.11
"ASUS Vivobook Go E1504FA-BQ202W AMD Ryzen 3 7320U/8GB/256GB SSD/Radeon 610M/15.6""",New,Asus,VivoBook,AMD Ryzen 3,8,256,SSD,610 M,15.6,No,563.23
ASUS Vivobook K513EP-51BM3SB2 Intel Core i5-1135G7/8GB/512GB SSD/MX330/15.6'' (PT),New,Asus,VivoBook,Intel Core i5,8,512,SSD,MX 330,15.6,No,867
"Acer ConceptD 3 CN315-72G Intel Core i5-10300H/8GB/512GB SSD/GTX 1650/15.6""",New,Acer,ConceptD,Intel Core i5,8,512,SSD,GTX 1650,15.6,No,1349
"Acer ConceptD 3 Ezel CC314-73G-73NV Intel Core i7-11800H/16GB/512GB SSD/RTX 3050 Ti/14"" Táctil",New,Acer,ConceptD,Intel Core i7,16,512,SSD,RTX 3050,14,Yes,2461.21
"Acer ConceptD 3 Ezel Pro CC314-73P-7407 Intel Core i7-11800H/16GB/1TB SSD/T1200/14"" Táctil",New,Acer,ConceptD,Intel Core i7,16,1000,SSD,T 1200,14,Yes,2516.82
"Acer ConceptD 3 Pro CN314-73P-73M6 Intel Core i7-11800H/16GB/1TB SSD/T1200/14""",New,Acer,ConceptD,Intel Core i7,16,1000,SSD,T 1200,14,No,2119
"Acer Extensa 15 EX215-53G-56MT Intel Core i5-1035G1/8GB/256GB SSD/MX330/15.6""",New,Acer,Extensa,Intel Core i5,8,256,SSD,MX 330,15.6,No,689.08
"Asus ROG Strix SCAR 17 G733QS-K4016T AMD Ryzen 9 5900HX/32GB/1TB SSD/RTX 3080/17.3""",Refurbished,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3080,17.3,No,2052.74
Asus TUF Gaming A15 FA507RR AMD Ryzen 7 6800H/16GB/512GB SSD/RTX 3070/15.6'' (PT),New,Asus,TUF,AMD Ryzen 7,16,512,SSD,RTX 3070,15.6,No,1454.12
"ConceptD 7 Ezel Pro CC715-72P-77J7 Intel Core i7-11800H/32GB/1TB SSD/RTX A3000/15.6"" Táctil",New,Acer,ConceptD,Intel Core i7,32,1000,SSD,RTX A3000,15.6,Yes,2595
"Deep Gaming Nubian 15 Intel Core i7-13700H/32 GB/1TB SSD/RTX 3050/15.6""",New,Deep Gaming,Nubian,Intel Core i7,32,1000,SSD,RTX 3050,15.6,No,1409
"Deep Gaming Nubian 15 Intel Core i7-13700H/32GB/1TB SSD/RTX 3050/15.6""",New,Deep Gaming,Nubian,Intel Core i7,32,1000,SSD,RTX 3050,15.6,No,1334
"Deep Gaming Nubian 15 Intel Core i7-13700H/32GB/2TB SSD/RTX 3050/15.6""",New,Deep Gaming,Nubian,Intel Core i7,32,2000,SSD,RTX 3050,15.6,No,1525
"Deep Gaming Nubian 15 Intel Core i7-13700H/64GB/1TB SSD/RTX 3050/15.6""",New,Deep Gaming,Nubian,Intel Core i7,64,1000,SSD,RTX 3050,15.6,No,1497
"Deep Gaming Nubian 15 Intel Core i7-13700H/64GB/2TB SSD/RTX 3050/15.6""",New,Deep Gaming,Nubian,Intel Core i7,64,2000,SSD,RTX 3050,15.6,No,1615
"Deep Gaming Nubian 17 Intel Core i7-13700H/32 GB/1TB SSD/RTX 3050/17.3""",New,Deep Gaming,Nubian,Intel Core i7,32,1000,SSD,RTX 3050,17.3,No,1475
"Deep Gaming Nubian 17 Intel Core i7-13700H/64GB/1TB SSD/RTX 3050/17.3""",New,Deep Gaming,Nubian,Intel Core i7,64,1000,SSD,RTX 3050,17.3,No,1639.01
"Dell Precision 3560 Intel Core i5-1135G7/8 GB/512GB SSD/Quadro T500/15.6""",New,Dell,Precision,Intel Core i5,8,512,SSD,T 500,15.6,No,1848.46
"Dell Precision 5470 Intel Core i7-12800H/16GB/512GB SSD/RTX A1000/14""",New,Dell,Precision,Intel Core i7,16,512,SSD,RTX A1000,14,No,3469
"Dell Precision 5770 Intel Core i7-12700H/16GB/512GB SSD/RTX A2000/17"" Táctil",New,Dell,Precision,Intel Core i7,16,512,SSD,RTX A2000,17,Yes,3936
Dell XPS 15 9520 Intel Core i7-12700H/16GB RAM/1TB SSD/RTX 3050 Ti/15.6'' (PT),New,Dell,XPS,Intel Core i7,16,1000,SSD,RTX 3050,15.6,No,3012.09
"Dell XPS 15 9520 Intel Core i7-12700H/32GB/1TB SSD/RTX3050 Ti/15.6"" Táctil",Refurbished,Dell,XPS,Intel Core i7,32,1000,SSD,RTX 3050,15.6,Yes,2818.09
"Gigabyte AERO 15 OLED YD-73ES624SP Intel Core i7-11800H/16GB/1TB SSD/RTX 3080/15.6""",New,Gigabyte,Aero,Intel Core i7,16,1000,SSD,RTX 3080,15.6,No,2835.19
"Gigabyte AERO 16 XE5-73PT938HP Intel Core i7-12700H/16GB/2TB SSD/RTX 3070Ti/16"" (PT)",New,Gigabyte,Aero,Intel Core i7,16,2000,SSD,RTX 3070,16,No,2317
"Gigabyte AERO 17 XE5-73PT738HP Intel Core i7-12700H/16GB/2TB SSD/RTX 3070Ti/17.3"" (PT)",New,Gigabyte,Aero,Intel Core i7,16,2000,SSD,RTX 3070,17.3,No,2228.59
"Gigabyte AORUS 15 XE4-73ESB14SH Intel Core i7-12700H/16GB/1TB SSD/RTX 3070Ti/15.6""",New,Gigabyte,Aorus,Intel Core i7,16,1000,SSD,RTX 3070,15.6,No,2299
"Gigabyte AORUS 15X ASF-83ES654SH Intel Core i7-13700HX/16GB/1TB SSD/RTX 4070/15.6""",New,Gigabyte,Aorus,Intel Core i7,16,1000,SSD,RTX 4070,15.6,No,2511
"Gigabyte AORUS 17G KD-72ES325SD Intel Core i7-11800H/16GB/512GB SSD/RTX 3060/17.3""",New,Gigabyte,Aorus,Intel Core i7,16,512,SSD,RTX 3060,17.3,No,1552.82
"Gigabyte AORUS 17H BXF-74ES554SH Intel Core i7-13700H/16GB/1TB SSD/RTX 4080/17.3""",New,Gigabyte,Aorus,Intel Core i7,16,1000,SSD,RTX 4080,17.3,No,2532.38
"Gigabyte AORUS 5 SE4-73PT213SH Intel Core i7-12700H/16GB/512GB SSD/RTX 3070Ti/15.6"" (PT)",New,Gigabyte,Aorus,Intel Core i7,16,512,SSD,RTX 3070,15.6,No,1878.04
"Gigabyte G7 GD-51PT123SD Intel Core i5-11400H/16GB/512GB SSD/RTX 3050/17.3"" (PT)",New,Gigabyte,G7,Intel Core i5,16,512,SSD,RTX 3050,17.3,No,1376.02
HP ENVY x360 2-in-1 Laptop 15-ew0008np Intel Core i7-1255U/16GB/512GB SSD/RTX2050/Tátil (PT),New,HP,Envy,Intel Core i7,16,512,SSD,RTX 2050,,Yes,1863.52
"HP OMEN 16-B1018NS Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/16.1""",New,HP,Omen,Intel Core i7,16,1000,SSD,RTX 3060,16.1,No,1627.74
"HP OMEN 16-c0007np AMD Ryzen 7 5800H/16GB/512GB SSD/RTX 3070/16.1""(PT)",New,HP,Omen,AMD Ryzen 7,16,512,SSD,RTX 3070,16.1,No,2025.23
"HP Victus 15-fa0053ns Intel Core i5-12450H/16GB/512GB SSD/RTX 3050/15.6""",New,HP,Victus,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,899.01
"HP Victus 16-D1024NS Intel Core i7-12700H/16GB/512GB SSD/RTX 3050 Ti/16.1""",New,HP,Victus,Intel Core i7,16,512,SSD,RTX 3050,16.1,No,1220.78
"HP Victus 16-D1025NS Intel Core i7-12700H/16GB/512GB SSD/RTX 3050 Ti/16.1""",New,HP,Victus,Intel Core i7,16,512,SSD,RTX 3050,16.1,No,1301
"HP Victus 16-D1036NS Intel Core i7-12700H/16GB/512GB SSD/RTX 3050 Ti/16.1""",New,HP,Victus,Intel Core i7,16,512,SSD,RTX 3050,16.1,No,1192.98
"HP Victus 16-E0068NS AMD Ryzen 5-5600H/8GB/512GB SSD/GTX 1650/16.1""",New,HP,Victus,AMD Ryzen 5,8,512,SSD,GTX 1650,16.1,No,812.52
"HP Victus 16-E0071NS AMD Ryzen 7 5800H/8GB/512GB SSD/RX 5500M/16.1""",New,HP,Victus,AMD Ryzen 7,8,512,SSD,Radeon Pro 5500M,16.1,No,909.13
"HP Victus 16-E0094NS AMD Ryzen 5 5600H/16GB/512GB SSD/RTX 3050Ti/16.1""",New,HP,Victus,AMD Ryzen 5,16,512,SSD,RTX 3050,16.1,No,865.4
"HP Victus 16-E0098NS AMD Ryzen 7 5800H/16GB/512GB SSD/RTX 3050/16.1""",New,HP,Victus,AMD Ryzen 7,16,512,SSD,RTX 3050,16.1,No,998.56
"HP Victus 16-E0100NS AMD Ryzen 5 5600H/8GB/512GB SSD/GTX 1650/16.1""",New,HP,Victus,AMD Ryzen 5,8,512,SSD,GTX 1650,16.1,No,792.65
"HP ZBook Firefly 14 G9 Intel Core i7-1265U/16GB/512GB SSD/Quadro T500/14""",New,HP,Zbook,Intel Core i7,16,512,SSD,T 500,14,No,1800.03
"HP ZBook Firefly 16 G9 Intel Core i7-1265U/16GB/512GB SSD/Quadro T500/16""",New,HP,Zbook,Intel Core i7,16,512,SSD,T 500,16,No,1800.03
"HP ZBook Fury 16 G9 Intel Core i7-12800HX/16GB/512GB SSD/RTX A2000/16""",Refurbished,HP,Zbook,Intel Core i7,16,512,SSD,RTX A2000,16,No,3697.02
"HP ZBook Fury 16 G9 Intel Core i7-12800HX/32GB/1TB SSD/RTX A3000/16""",New,HP,Zbook,Intel Core i7,32,1000,SSD,RTX A3000,16,No,4842.43
"HP ZBook Power G9 Intel Core i7-12800H/16GB/512GB SSD/NVIDIA T600/15.6""",New,HP,Zbook,Intel Core i7,16,512,SSD,T 600,15.6,No,2008.81
"HP ZBook Studio G8 Intel Core i7-11850H/16GB/512GB SSD/RTX A3000/15.6""",New,HP,Zbook,Intel Core i7,16,512,SSD,RTX A3000,15.6,No,5368.77
"HP ZBook Studio G9 Intel Core i7-12700H/32GB/512GB SSD/RTX 3060/16""",New,HP,Zbook,Intel Core i7,32,512,SSD,RTX 3060,16,No,3637.71
"HP ZBook Studio G9 Intel Core i7-12800H/32GB/1TB SSD/RTX A2000/16""",New,HP,Zbook,Intel Core i7,32,1000,SSD,RTX A2000,16,No,3777.49
Lenovo IdeaPad Gaming 3 15ACH06 AMD Ryzen 5 5600H/8GB/512GB SSD/RTX 3050/15.6'' (PT),New,Lenovo,IdeaPad,AMD Ryzen 5,8,512,SSD,RTX 3050,15.6,No,996.21
Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 5 5600H/16GB/512GB SSD/RTX 3060,New,Lenovo,IdeaPad,AMD Ryzen 5,16,512,SSD,RTX 3060,,No,1505
"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 7 5800H/16GB/512GB SSD/RTX 3050/15.6""",New,Lenovo,IdeaPad,AMD Ryzen 7,16,512,SSD,RTX 3050,15.6,No,949
"Lenovo IdeaPad Gaming 3 15IAH7 Intel Core i5-12450H/16GB/512GB SSD/RTX 3050/15.6""",New,Lenovo,IdeaPad,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,1205.99
"Lenovo IdeaPad Gaming 3 15IAH7 Intel Core i7-12650H/16GB/512GB SSD/RTX 3050/15.6""",New,Lenovo,IdeaPad,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,1098.99
"Lenovo Legion 5 15IAH7H Intel Core i7-12700H/16GB/1TB SSD/RTX 3070/15.6""",New,Lenovo,Legion,Intel Core i7,16,1000,SSD,RTX 3070,15.6,No,2328
"Lenovo Legion 5 15IAH7H Intel Core i7-12700H/16GB/512GB SSD/RTX 3070/15.6""",New,Lenovo,Legion,Intel Core i7,16,512,SSD,RTX 3070,15.6,No,2389
"Lenovo Legion 5 Pro 16IAH7H Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/16""",New,Lenovo,Legion,Intel Core i7,16,1000,SSD,RTX 3060,16,No,1944
"Lenovo Legion 5 Pro 16IAH7H Intel Core i7-12700H/32 GB/1TB SSD/RTX 3070/16""",New,Lenovo,Legion,Intel Core i7,32,1000,SSD,RTX 3070,16,No,2417
Lenovo Legion PRO 7 16IRX8H-566 Intel Core i9-13900HX/32GB/1TB SSD/RTX 4080/16'' (PT),New,Lenovo,Legion,Intel Core i9,32,1000,SSD,RTX 4080,16,No,5018.14
"Lenovo ThinkBook 15p Intel Core i5-10300H/16GB/512GB SSD/GTX 1650/15.6""",Refurbished,Lenovo,ThinkBook,Intel Core i5,16,512,SSD,GTX 1650,15.6,No,1350.05
"Lenovo ThinkBook 16p AMD Ryzen 7 5800H/16GB/512GB SSD/RTX 3060/16""",New,Lenovo,ThinkBook,AMD Ryzen 7,16,512,SSD,RTX 3060,16,No,2787.22
"Lenovo ThinkBook 16p AMD Ryzen 9 5900HX/32GB/1TB SSD/RTX 3060/16""",New,Lenovo,ThinkBook,AMD Ryzen 9,32,1000,SSD,RTX 3060,16,No,2424.01
"Lenovo ThinkBook 16p G2 ACH AMD Ryzen 7 5800H/16GB/512GB SSD/RTX 3060/16""",New,Lenovo,ThinkBook,AMD Ryzen 7,16,512,SSD,RTX 3060,16,No,1748.99
"Lenovo ThinkPad P1 Gen 5 Intel Core i7-12700H/16GB/1TB SSD/RTX A2000/16""",New,Lenovo,ThinkPad,Intel Core i7,16,1000,SSD,RTX A2000,16,No,4138.67
"Lenovo ThinkPad P14s Gen 3 Intel Core i7-1260P/16GB/512GB SSD/Quadro T550/14""",New,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,T 550,14,No,2175
"Lenovo ThinkPad P15 Gen 2 Intel Core i7-11800H/16GB/512GB SSD/RTX A2000/15.6""",New,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,RTX A2000,15.6,No,2048
Lenovo ThinkPad P15 Gen 2 Intel Core i7-11850H/16GB/512GB SSD/RTX A2000,New,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,RTX A2000,,No,2569
"Lenovo ThinkPad P16 Gen 1 Intel Core i7-12800HX/16GB/512GB SSD/RTX A1000/16""",New,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,RTX A1000,16,No,3327.92
"Lenovo ThinkPad P16s Gen 1 Intel Core i7-1260P/16GB/512GB SSD/Quadro T550/16""",New,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,T 550,16,No,2132.04
"Lenovo ThinkPad P17 Gen 2 Intel Core i7-11800H/16GB/512GB SSD/RTX A2000/17.3""",New,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,RTX A2000,17.3,No,2577.98
"Lenovo ThinkPad T14 Gen 3 Intel Core i7-1260P/32GB/1TB SSD/MX550/14""",New,Lenovo,ThinkPad,Intel Core i7,32,1000,SSD,MX 550,14,No,2671.99
"Lenovo ThinkPad T15 Gen 2 Intel Core i7-1185G7/16GB/2TB SSD/MX 450/15.6""",New,Lenovo,ThinkPad,Intel Core i7,16,2000,SSD,MX 450,15.6,No,1795
"MSI Bravo 15 B5DD-007XES AMD Ryzen 5 5600H/8GB/512GB SSD/RX5500M/15.6""",New,MSI,Bravo,AMD Ryzen 5,8,512,SSD,Radeon Pro 5500M,15.6,No,925.34
"MSI Creator Pro Z17 A12UMST-200ES Intel Core i9-12900H/64GB/2TB SSD/RTX A5500/17"" Táctil",New,MSI,Creator,Intel Core i9,64,2000,SSD,RTX A5500,17,Yes,3448.42
"MSI Katana 15 B13VEK-030XES Intel Core i7-13620H/16GB/1TB SSD/RTX 4050/15.6""",New,MSI,Katana,Intel Core i7,16,1000,SSD,RTX 4050,15.6,No,1230.27
"MSI Katana GF66 12UGS-663XES  Intel Core i7-12700H/16GB/1TB SSD/RTX 3070Ti/15.6""",New,MSI,Katana,Intel Core i7,16,1000,SSD,RTX 3070,15.6,No,2199.31
"MSI Katana GF66 Intel Core i7-11800H/16GB/512GB SSD/RTX3050/15.6""",New,MSI,Katana,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,1499.95
"MSI Katana GF76 12UGS-448XES Intel Core i7-12700H/16GB/512GB SSD/RTX 3070Ti/17.3""",New,MSI,Katana,Intel Core i7,16,512,SSD,RTX 3070,17.3,No,2303.34
"MSI Prestige 14 A12UC-047ES Intel Core i7-1280P/16GB/1TB SSD/RTX 3050/14""",New,MSI,Prestige,Intel Core i7,16,1000,SSD,RTX 3050,14,No,1731.99
"MSI Raider GE78HX 13VI-201ES Intel Core i7-13700H/32GB/1TB SSD/RTX 4090/17""",New,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 4090,17,No,3864.4
MSI Stealth 15M B12UE-019ES Intel Core i7-1280P/16GB/1TB SSD/RTX 3060/15.6'',Refurbished,MSI,Stealth,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,1799
"MSI Stealth GS77 12UHS-086ES Intel Core i7-12700H/32GB/1TB SSD/RTX 3080Ti/17.3""",New,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 3080,17.3,No,3664.04
"MSI Summit E16 Flip A12UDT-001ES Intel Core i7-1280P/32GB/1TB SSD/RTX3050Ti/16"" Táctil",Refurbished,MSI,Summit,Intel Core i7,32,1000,SSD,RTX 3050,16,Yes,2299
"MSI Titan GT77 HX 13VI-007ES Intel Core i9-13980HX/64GB/2TB SSD/RTX 4090/17.3""",New,MSI,Titan,Intel Core i9,64,2000,SSD,RTX 4090,17.3,No,4993.11
"Microsoft Surface Laptop Studio Intel Core i7-11370H/16GB/512GB SSD/RTX 3050 Ti/14.4"" Táctil Platino",New,Microsoft,Surface Laptop,Intel Core i7,16,512,SSD,RTX 3050,14.4,Yes,2264.55
"Millenium AURELION ML3 Intel Core i7-9750H/16GB/500GB SSD/GTX 1660Ti/15.6""",New,Millenium,AURELION,Intel Core i7,16,500,SSD,GTX 1660,15.6,No,1640.98
"Millenium AZIR ML3 Intel Core i7-9750H/16GB/500GB SSD/RTX 2070/15.6""",New,Millenium,AZIR,Intel Core i7,16,500,SSD,RTX 2070,15.6,No,2312.71
"Razer Blade 17 QHD 240Hz Intel Core i7-12800H/16 GB/1TB SSD/RTX 3060/17.3""",New,Razer,Blade,Intel Core i7,16,1000,SSD,RTX 3060,17.3,No,3099.98
"ASUS ROG Flow Z13 2022 GZ301ZE-LD219W Intel Core i9-12900H/16GB/1TB SSD/RTX 3050Ti/13.4"" Táctil",Refurbished,Asus,ROG,Intel Core i9,16,1000,SSD,RTX 3050,13.4,Yes,3999
ASUS ROG Strix G15 G513IC-HN004W AMD Ryzen 7 4800H/16GB/512GB SSD/RTX 3050/15.6,Refurbished,Asus,ROG,AMD Ryzen 7,16,512,SSD,RTX 3050,15.6,No,949
"ASUS ROG Strix G15 G513RS-HQ018W AMD Ryzen 9 6800HX/32GB/1TB SSD/RTX3080/15.6""",Refurbished,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3080,15.6,No,3099
"ASUS ROG Strix G17 G713RM-LL009 AMD Ryzen 7 6800H/32GB/1TB SSD/RTX 3060/17.3""",Refurbished,Asus,ROG,AMD Ryzen 7,32,1000,SSD,RTX 3060,17.3,No,2099
"ASUS ROG Strix G17 G713RW-LL009 AMD Ryzen 9 6900HX/32GB/1TB SSD/RTX 3070Ti/17.3""",Refurbished,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3070,17.3,No,2799
"ASUS ROG Strix G17 G713RW-LL088 AMD Ryzen 9 6900HX/32GB/1TB SSD/RTX 3070Ti/17.3""",Refurbished,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3070,17.3,No,2353.24
"ASUS ROG Strix SCAR 17 G733ZW-LL103W Intel Core i9-12900H/32GB/1TB SSD/RTX 3070Ti/17.3""",Refurbished,Asus,ROG,Intel Core i9,32,1000,SSD,RTX 3070,17.3,No,2999
"ASUS ROG Zephyrus Duo 16 GX650RX-LO162W AMD Ryzen 9 6900HX/64GB/4TB SSD/RTX 3080 Ti/16""",Refurbished,Asus,ROG,AMD Ryzen 9,64,4000,SSD,RTX 3080,16,No,3999
"ASUS ROG Zephyrus G15 GA503QM-HQ019T AMD Ryzen 9 5900HS/32GB/1TB SSD/RTX 3060/15.6""",Refurbished,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3060,15.6,No,1599.98
"ASUS ROG Zephyrus G15 GA503RS-HB054W AMD Ryzen 9 6900HS/32GB/1TB SSD/RTX 3080/15.6""",Refurbished,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3080,15.6,No,1888.94
"ASUS ROG Zephyrus M16 GU603ZX-K8017W Intel Core i9-12900H/32GB/2TB SSD/RTX 3080Ti/16""",Refurbished,Asus,ROG,Intel Core i9,32,2000,SSD,RTX 3080,16,No,3999
"ASUS TUF Gaming A15 FA507RM-HN003 AMD Ryzen 7 6800H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Asus,TUF,AMD Ryzen 7,16,1000,SSD,RTX 3060,15.6,No,1799
"ASUS TUF Gaming F15 FX506HEB-HN187 Intel Core i5-11400H/16GB/512GB SSD/RTX 3050Ti/15.6""",Refurbished,Asus,TUF,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,1199
"ASUS TUF Gaming F17 FX706HM-HX059 Intel Core i7-11800H/32GB/1TB SSD/RTX 3060/17.3""",Refurbished,Asus,TUF,Intel Core i7,32,1000,SSD,RTX 3060,17.3,No,1799
"Acer ConceptD 3 CN316-73G-75GM Intel Core i7-11800H/16GB/512GB SSD/RTX 3050 Ti/16""",Refurbished,Acer,ConceptD,Intel Core i7,16,512,SSD,RTX 3050,16,No,1899
"Acer Nitro 5 AN515-44-R9E2 AMD Ryzen 7 4800H/16GB/512GB SSD/GTX 1650Ti/15.6""",Refurbished,Acer,Nitro,AMD Ryzen 7,16,512,SSD,GTX 1650,15.6,No,670.53
"Acer Nitro 5 AN515-55-598S Intel Core i5-10300H/8GB/256GB SSD/GTX 1650/15.6""",Refurbished,Acer,Nitro,Intel Core i5,8,256,SSD,GTX 1650,15.6,No,477.59
"Acer Nitro 5 AN515-55-72GW Intel Core i7-10750H/16GB/512GB SSD/GTX 1650Ti/15.6""",Refurbished,Acer,Nitro,Intel Core i7,16,512,SSD,GTX 1650,15.6,No,675.24
"Acer Nitro 5 AN515-57-505V Intel Core i5-11400H/16GB/512GB SSD/RTX 3050Ti/15.6""",Refurbished,Acer,Nitro,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,666.69
"Acer Nitro 5 AN515-57-73QK Intel Core i7-11800H/16GB/512GB SSD/RTX 3050/15.6""",Refurbished,Acer,Nitro,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,885.94
"Acer Nitro 5 AN515-57-75M9 Intel Core i7-11800H/16GB/512GB SSD/RTX 3050Ti/15.6""",Refurbished,Acer,Nitro,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,1199
"Acer Nitro 5 AN515-58-730H Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Acer,Nitro,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,1599
"Acer Nitro 5 AN517-41-R37U AMD Ryzen 7 5800H/16GB/1TB SSD/RTX3070/17.3""",Refurbished,Acer,Nitro,AMD Ryzen 7,16,1000,SSD,RTX 3070,17.3,No,1214.63
"Acer Nitro 5 AN517-52-73SP Intel Core i7-10750H/16GB/1TB SSD/RTX3060/17.3""",Refurbished,Acer,Nitro,Intel Core i7,16,1000,SSD,RTX 3060,17.3,No,966.04
"Acer Predator Helios 300 PH315-53-72T7 Intel Core i7-10750H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Acer,Predator,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,914.64
"Acer Predator Helios 300 PH315-54-76XV Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Acer,Predator,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,1098.29
"Acer Predator Helios 300 PH315-54-784L Intel Core i7-11800H/32GB/1TB SSD/RTX3070/15.6""",Refurbished,Acer,Predator,Intel Core i7,32,1000,SSD,RTX 3070,15.6,No,1344.69
"Acer Predator Triton 500 SE PT516-51s-74PZ Intel Core i7-11800H/32GB/1TB SSD/RTX 3060/16""",Refurbished,Acer,Predator,Intel Core i7,32,1000,SSD,RTX 3060,16,No,1751.09
"Apple MacBook Pro Intel Core i9 2.3GHz/16GB/512GB SSD/Radeon Pro 560X/15.4"" Gris Espacial",Refurbished,Apple,MacBook Pro,Intel Core i9,16,512,SSD,Radeon Pro RX 560X,15.4,No,1410.65
"Apple MacBook Pro Intel Core i9 2.3GHz/16GB/512GB SSD/Radeon Pro 560X/15.4"" Plata",Refurbished,Apple,MacBook Pro,Intel Core i9,16,512,SSD,Radeon Pro RX 560X,15.4,No,1410.65
"Apple Macbook Pro Intel Core i9/32GB/2TB SSD/Radeon Pro 5500M/Layout USA/16"" Gris Espacial",Refurbished,Apple,MacBook Pro,Intel Core i9,32,2000,SSD,Radeon Pro 5500M,16,No,2711.4
